"Year","Month","State","Primary Mode","Etiology","Serotype or Genotype","Etiology Status","Setting","Illnesses","Hospitalizations","Info On Hospitalizations","Deaths","Info On Deaths","Food Vehicle","Food Contaminated Ingredient","IFSAC Category","Water Exposure","Water Type","Animal Type"
"2017","1","Ohio","Person-to-person","Norovirus Genogroup II","GII.P16 GII.4 Sydney","Confirmed","Long-term care/nursing home/assisted living facility","14","2","14","0","14",,,,,,
"2017","1","Minnesota","Person-to-person","Norovirus",,"Suspected","School/college/university","9",,"0",,"0",,,,,,
"2017","1","Minnesota","Food","Campylobacter coli",,"Confirmed","Restaurant: Sit-down dining","4","1","4","0","4","Duck Liver and Hearts","duck, other","Other Poultry",,,
"2017","1","Tennessee","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Buffet","3","0","3","0","3",,,,,,
"2017","1","Tennessee","Person-to-person","Norovirus Genogroup II","GII.1","Suspected","Long-term care/nursing home/assisted living facility","12",,"0",,"0",,,,,,
"2017","1","Oregon","Person-to-person","Norovirus Genogroup II",,"Confirmed","Long-term care/nursing home/assisted living facility","21","1","21","0","21",,,,,,
"2017","1","Oregon","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","7","2","7","0","7",,,,,,
"2017","1","Iowa","Food","Norovirus Genogroup II","GII.4 untypeable","Confirmed","Long-term care/nursing home/assisted living facility","92","2","92","0","92",,,,,,
"2017","1","Iowa","Indeterminate/unknown","Norovirus Genogroup I","GI.4","Confirmed","Long-term care/nursing home/assisted living facility","45","0","45","1","45",,,,,,
"2017","1","Iowa","Person-to-person","Norovirus Genogroup II",,"Confirmed","Long-term care/nursing home/assisted living facility","3","0","3","0","3",,,,,,
"2017","1","Hawaii","Indeterminate/unknown",,,,"Restaurant","13","0","13","0","13",,,,,,
"2017","1","Tennessee","Person-to-person","Norovirus Genogroup II;Norovirus Genogroup II","unknown;GII.P16 GII.4 Sydney","Suspected;Confirmed","Hospital","22","6","22","0","22",,,,,,
"2017","1","Michigan","Person-to-person","Astrovirus",,"Confirmed","School/college/university","84","0","84","0","84",,,,,,
"2017","1","Michigan","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","26","0","26","0","26",,,,,,
"2017","1","Michigan","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","13","0","13","0","13",,,,,,
"2017","1","Pennsylvania","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Correctional/detention facility","57","3","57","0","57",,,,,,
"2017","1","Minnesota","Food","Norovirus Genogroup II",,"Suspected","Long-term care/nursing home/assisted living facility","9","0","9","0","9","mixed cut fruit","honeydew melon;cantaloupe","Fruits",,,
"2017","1","Iowa","Person-to-person","Norovirus Genogroup I","GI.3","Confirmed","Long-term care/nursing home/assisted living facility","61","0","61","0","61",,,,,,
"2017","1","Virginia","Person-to-person","Norovirus",,"Suspected","School/college/university","82","0","82","0","82",,,,,,
"2017","1","Virginia","Person-to-person","Norovirus",,"Suspected","School/college/university","85","0","85","0","85",,,,,,
"2017","1","Virginia","Person-to-person","Norovirus",,"Suspected","School/college/university","12","0","12","0","12",,,,,,
"2017","1","Virginia","Person-to-person","Norovirus Genogroup I","GI.2","Confirmed","Long-term care/nursing home/assisted living facility","27","0","27","0","27",,,,,,
"2017","1","Ohio","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","84","0","0","0","0",,,,,,
"2017","1","Ohio","Person-to-person","Norovirus",,"Suspected","Child daycare/preschool","30","0","0","0","0",,,,,,
"2017","1","Texas","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","26","0","26","0","26",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","15","0","15","0","15",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus Genogroup II","GII.P16 GII.4 Sydney","Confirmed","Long-term care/nursing home/assisted living facility","7","0","7","0","7",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","9","0","9","0","9",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus Genogroup II","GII.P16 GII.4 Sydney","Confirmed","Long-term care/nursing home/assisted living facility","35","0","35","0","35",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus Genogroup II","GII.P16 GII.4 Sydney","Confirmed","Long-term care/nursing home/assisted living facility","52","0","52","0","52",,,,,,
"2017","1","Wisconsin","Person-to-person","Escherichia coli, Enteropathogenic","unknown","Suspected","Long-term care/nursing home/assisted living facility","13","0","13","0","13",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","10","0","10","0","10",,,,,,
"2017","1","Wisconsin","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","47","0","6","0","6",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","47","1","47","0","47",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus unknown;Norovirus Genogroup II","unknown","Suspected;Confirmed","Long-term care/nursing home/assisted living facility","12","0","12","0","12",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus Genogroup II","GII.P16 GII.4 Sydney","Confirmed","Long-term care/nursing home/assisted living facility","29","2","29","0","29",,,,,,
"2017","1","Wisconsin","Indeterminate/unknown",,,,"Long-term care/nursing home/assisted living facility","8","0","0","0","0",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","7","0","7","0","7",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","28","0","28","0","28",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus Genogroup II","GII.P16 GII.4 Sydney","Confirmed","Long-term care/nursing home/assisted living facility","55","1","55","0","55",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","21","1","21","3","21",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","13","2","13","0","13",,,,,,
"2017","1","Wisconsin","Indeterminate/unknown",,,,"Long-term care/nursing home/assisted living facility","7","0","0","0","0",,,,,,
"2017","1","Wisconsin","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","5","0","0","0","0",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus Genogroup II","GII.4 untypeable","Suspected","Long-term care/nursing home/assisted living facility","38","1","38","0","38",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus Genogroup II","unknown","Suspected","Long-term care/nursing home/assisted living facility","17","0","17","0","17",,,,,,
"2017","1","South Carolina","Person-to-person","Norovirus unknown",,"Suspected","School/college/university","15","0","0","0","15",,,,,,
"2017","1","South Carolina","Person-to-person","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Long-term care/nursing home/assisted living facility","15","0","15","0","15",,,,,,
"2017","1","Ohio","Person-to-person","Sapovirus;Norovirus Genogroup II",,"Suspected;Suspected","School/college/university","23","0","23","0","23",,,,,,
"2017","1","Iowa","Indeterminate/unknown","Norovirus",,"Suspected","Other","3","0","3","0","3",,,,,,
"2017","1","Iowa","Indeterminate/unknown","Norovirus Genogroup I",,"Confirmed","Restaurant","3","0","3","0","3",,,,,,
"2017","1","Iowa","Person-to-person","Norovirus Genogroup II",,"Confirmed","School/college/university","26","0","26","0","26",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus Genogroup II","GII.P16 GII.4 Sydney","Confirmed","Long-term care/nursing home/assisted living facility","46","1","46","0","46",,,,,,
"2017","1","Iowa","Indeterminate/unknown",,,,"Restaurant","3","0","3","0","3",,,,,,
"2017","1","Minnesota","Food","Norovirus Genogroup I",,"Suspected","Restaurant: Sit-down dining","28","0","28","0","28","cucumber salad","vinegar;cucumber","Multiple",,,
"2017","1","Florida","Food","Norovirus Genogroup II","unknown","Suspected","Restaurant: Sit-down dining","12","0","12","0","12","salsa;lettuce","salsa;lettuce","Multiple",,,
"2017","1","Kentucky","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","7","1","7","0","7",,,,,,
"2017","1","Pennsylvania","Person-to-person","Norovirus Genogroup II","GII.P16 GII.4 Sydney","Confirmed","Long-term care/nursing home/assisted living facility","30","1","30","0","30",,,,,,
"2017","1","Ohio","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","20","0","20","0","20",,,,,,
"2017","1","Nebraska","Person-to-person","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Long-term care/nursing home/assisted living facility","8","0","8","0","8",,,,,,
"2017","1","Ohio","Person-to-person","Shigella sonnei",,"Suspected","Child daycare/preschool","5","0","3","0","1",,,,,,
"2017","1","Pennsylvania","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","18","1","18","0","18",,,,,,
"2017","1","Kentucky","Indeterminate/unknown","Norovirus Genogroup II","GII.P16 GII.2","Confirmed","Long-term care/nursing home/assisted living facility","32","0","32","0","32",,,,,,
"2017","1","Massachusetts","Person-to-person","Norovirus",,"Suspected","School/college/university","10","0","10","0","10",,,,,,
"2017","1","Massachusetts","Person-to-person","Norovirus",,"Suspected","School/college/university","138","0","138","0","138",,,,,,
"2017","1","Massachusetts","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","7","0","7","0","7",,,,,,
"2017","1","Massachusetts","Person-to-person","Norovirus",,"Suspected","School/college/university","10",,"0","0","10",,,,,,
"2017","1","Massachusetts","Indeterminate/unknown","Norovirus Genogroup II","other","Confirmed","Restaurant","21","0","21","0","21",,,,,,
"2017","1","Minnesota","Person-to-person","Norovirus",,"Suspected","Child daycare/preschool","31","0","0","0","0",,,,,,
"2017","1","Virginia","Person-to-person","Norovirus Genogroup II","GII.P16 GII.2","Confirmed","Long-term care/nursing home/assisted living facility","26","0","26","0","26",,,,,,
"2017","1","Minnesota","Person-to-person","Norovirus",,"Suspected","School/college/university","21",,"0",,"0",,,,,,
"2017","1","Minnesota","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","20",,"0",,"0",,,,,,
"2017","1","Minnesota","Person-to-person","Norovirus",,"Suspected","Child daycare/preschool","27","0","27","0","27",,,,,,
"2017","1","Florida","Indeterminate/unknown","Norovirus Genogroup II",,"Suspected","Restaurant","5","0","5","0","5",,,,,,
"2017","1","Pennsylvania","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","27","0","27","0","27",,,,,,
"2017","1","Pennsylvania","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","28","0","28","0","28",,,,,,
"2017","1","Ohio","Person-to-person","Norovirus",,"Suspected","School/college/university","54","0","0","0","0",,,,,,
"2017","1","Michigan","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","20","0","20","0","20",,,,,,
"2017","1","Michigan","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","17","0","17","0","17",,,,,,
"2017","1","Kentucky","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","22","0","22","0","22",,,,,,
"2017","1","Michigan","Person-to-person","Norovirus",,"Suspected","School/college/university","28","0","28","0","28",,,,,,
"2017","1","Michigan","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","9","0","9","0","9",,,,,,
"2017","1","Pennsylvania","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","32","0","32","0","32",,,,,,
"2017","1","Michigan","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","14","0","14","0","14",,,,,,
"2017","1","Virginia","Person-to-person","Norovirus Genogroup II",,"Suspected","Religious facility","72","0","68","0","68",,,,,,
"2017","1","Virginia","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","23","0","23","0","23",,,,,,
"2017","1","Ohio","Person-to-person","Shigella",,"Suspected","Child daycare/preschool","4","0","2","0","4",,,,,,
"2017","1","Oregon","Indeterminate/unknown","Norovirus Genogroup I",,"Suspected","School/college/university","149","0","147","0","147",,,,,,
"2017","1","Oregon","Indeterminate/unknown","Norovirus Genogroup II",,"Confirmed","Long-term care/nursing home/assisted living facility","37","2","37","0","37",,,,,,
"2017","1","Oregon","Person-to-person","Norovirus Genogroup I",,"Confirmed","Long-term care/nursing home/assisted living facility","16","0","16","0","16",,,,,,
"2017","1","Ohio","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","23","0","23","0","23",,,,,,
"2017","1","Connecticut","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2017","1","Massachusetts","Indeterminate/unknown","Norovirus",,"Suspected","Restaurant","10","0","10","0","10",,,,,,
"2017","1","Connecticut","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","5","0","5","0","5","tacos;burritos",,"Multiple",,,
"2017","1","South Carolina","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","10","1","10","0","10",,,,,,
"2017","1","Minnesota","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","32",,"0",,"0",,,,,,
"2017","1","Michigan","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","9","0","9","0","9",,,,,,
"2017","1","Michigan","Person-to-person","Norovirus",,"Suspected","Child daycare/preschool","33","0","33","0","33",,,,,,
"2017","1","Minnesota","Person-to-person","Norovirus",,"Suspected","School/college/university","18","0","0","0","18",,,,,,
"2017","1","Michigan","Person-to-person","Norovirus",,"Suspected","School/college/university","11","0","11","0","11",,,,,,
"2017","1","Montana","Person-to-person","Norovirus unknown",,"Confirmed","Long-term care/nursing home/assisted living facility","15","0","15","0","15",,,,,,
"2017","1","Virginia","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","6","0","6","0","6",,,,,,
"2017","1","Kansas","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","7","0","7","0","7",,,,,,
"2017","1","Kansas","Food",,,,"Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2017","1","Kansas","Person-to-person","Shigella sonnei","subgroup D","Confirmed","Child daycare/preschool","22","3","22","0","22",,,,,,
"2017","1","Kansas","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","12","0","12","0","12",,,,,,
"2017","1","Kansas","Person-to-person","Norovirus Genogroup II","unknown","Suspected","School/college/university","17","0","17","0","17",,,,,,
"2017","1","Wisconsin","Indeterminate/unknown","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","17","0","0","0","0",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus unknown",,"Confirmed","Long-term care/nursing home/assisted living facility","27","0","27","0","27",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","35","0","35","0","35",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus Genogroup II","unknown","Confirmed","Long-term care/nursing home/assisted living facility","56","7","56","0","56",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","29","3","29","0","29",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus unknown",,"Confirmed","Long-term care/nursing home/assisted living facility","7","0","7","0","0",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus unknown",,"Confirmed","Long-term care/nursing home/assisted living facility","53","0","53","0","53",,,,,,
"2017","1","Wisconsin","Indeterminate/unknown",,,,"Long-term care/nursing home/assisted living facility","34","0","0","0","0",,,,,,
"2017","1","Wisconsin","Indeterminate/unknown",,,,"Long-term care/nursing home/assisted living facility","5","0","0","0","0",,,,,,
"2017","1","Wisconsin","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","10","0","0","0","0",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","13","0","13","0","13",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus Genogroup I","GI.9","Confirmed","Long-term care/nursing home/assisted living facility","26","1","26","0","26",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus Genogroup II","GII.P16 GII.4 Sydney","Confirmed","Long-term care/nursing home/assisted living facility","22","0","22","0","22",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","9","0","9","0","9",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus Genogroup II","GII.P16 GII.4 Sydney","Confirmed","Long-term care/nursing home/assisted living facility","6","0","0","0","0",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus Genogroup II","GII.P16 GII.4 Sydney","Confirmed","Long-term care/nursing home/assisted living facility","16","0","16","0","16",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","16","0","16","0","16",,,,,,
"2017","1","Wisconsin","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","31","1","31","0","31",,,,,,
"2017","1","Wisconsin","Person-to-person","Clostridium difficile",,"Confirmed","Long-term care/nursing home/assisted living facility","5","0","5","0","5",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus unknown",,"Suspected","Child daycare/preschool","7","0","7","0","7",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus Genogroup II","GII.P16 GII.4 Sydney","Confirmed","Long-term care/nursing home/assisted living facility","15","0","15","1","15",,,,,,
"2017","1","South Carolina","Person-to-person","Norovirus Genogroup II;Norovirus Genogroup II","GII.2;unknown","Suspected;Suspected","School/college/university","230","0","0","0","230",,,,,,
"2017","1","Louisiana","Person-to-person","Norovirus Genogroup II;Norovirus Genogroup II","unknown;GII.P16 GII.4 Sydney","Suspected;Confirmed","Long-term care/nursing home/assisted living facility","51","1","51","0","51",,,,,,
"2017","1","Ohio","Person-to-person","Norovirus",,"Suspected","Other","48","0","36","0","36",,,,,,
"2017","1","Kentucky","Person-to-person",,,,"School/college/university","37","0","37","0","37",,,,,,
"2017","1","Nebraska","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","6","0","6","0","6",,,,,,
"2017","1","Ohio","Indeterminate/unknown","Norovirus Genogroup II",,"Suspected","Long-term care/nursing home/assisted living facility","101","2","2","0","0",,,,,,
"2017","1","Pennsylvania","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","33","0","33","0","33",,,,,,
"2017","1","Pennsylvania","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","13","0","13","0","13",,,,,,
"2017","1","Pennsylvania","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","40","0","40","0","40",,,,,,
"2017","1","Pennsylvania","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","52","0","52","0","52",,,,,,
"2017","1","Nebraska","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","17","0","17","0","17",,,,,,
"2017","1","Virginia","Person-to-person","Norovirus",,"Suspected","School/college/university","76","0","76","0","76",,,,,,
"2017","1","Connecticut","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","17","2","17","0","17",,,,,,
"2017","1","South Carolina","Person-to-person","Norovirus unknown",,"Confirmed","Long-term care/nursing home/assisted living facility","64","0","12","0","64",,,,,,
"2017","1","Ohio","Person-to-person","Shigella sonnei",,"Suspected","Child daycare/preschool","11","0","0","0","0",,,,,,
"2017","1","Ohio","Person-to-person","Shigella",,"Suspected","Child daycare/preschool","8","0","4","0","4",,,,,,
"2017","1","Minnesota","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","49",,"0","0","49",,,,,,
"2017","1","Ohio","Food","Norovirus Genogroup I","GI.7","Confirmed","Banquet Facility (food prepared and served on-site);Restaurant: Sit-down dining","57","0","57","0","57",,,,,,
"2017","1","Kentucky","Indeterminate/unknown",,,,"Long-term care/nursing home/assisted living facility","4","0","4","0","4",,,,,,
"2017","1","Connecticut","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","25","0","25","0","25",,,,,,
"2017","1","Kentucky","Person-to-person","Norovirus unknown",,"Confirmed","Long-term care/nursing home/assisted living facility","29","0","29","0","29",,,,,,
"2017","1","Connecticut","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","49","0","49","0","49",,,,,,
"2017","1","Connecticut","Person-to-person",,,,"Long-term care/nursing home/assisted living facility","26","0","26","0","26",,,,,,
"2017","1","Wyoming","Person-to-person","Norovirus Genogroup II","GII.P2 GII.2","Confirmed","Hospital","55","2","55","0","55",,,,,,
"2017","1","Rhode Island","Indeterminate/unknown",,,,"Long-term care/nursing home/assisted living facility","5","0","5","0","5",,,,,,
"2017","1","Rhode Island","Person-to-person","Norovirus unknown",,"Suspected","School/college/university","12","0","12","0","12",,,,,,
"2017","1","Rhode Island","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","8","0","8","0","8",,,,,,
"2017","1","South Carolina","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","22","0","22","0","22",,,,,,
"2017","1","Virginia","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","25","4","25","0","25",,,,,,
"2017","1","Virginia","Person-to-person","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Long-term care/nursing home/assisted living facility","28","4","28","0","28",,,,,,
"2017","1","Utah","Person-to-person","Norovirus",,"Suspected","School/college/university","106","0","106","0","106",,,,,,
"2017","1","Maryland","Food","Bacillus cereus",,"Confirmed","Restaurant: Sit-down dining","16","1","16","0","16","rice, fried rice;noodles",,"Multiple",,,
"2017","1","Pennsylvania","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","37","0","37","0","37",,,,,,
"2017","1","Hawaii","Person-to-person","Norovirus Genogroup II","GII.4 untypeable","Confirmed","Long-term care/nursing home/assisted living facility","34","0","34","0","34",,,,,,
"2017","1","Massachusetts","Person-to-person","Norovirus",,"Suspected","Office/indoor workplace","12",,"0","0","12",,,,,,
"2017","1","Tennessee","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2017","1","New York","Person-to-person",,,,,"13",,,,,,,,,,
"2017","1","Massachusetts","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","17","0","17","0","17",,,,,,
"2017","1","Massachusetts","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","8","0","8","0","8",,,,,,
"2017","1","Massachusetts","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","18","0","18","0","18",,,,,,
"2017","1","Massachusetts","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","20","2","20","0","20",,,,,,
"2017","1","Massachusetts","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","33","0","33","0","33",,,,,,
"2017","1","Massachusetts","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","16","0","16","0","16",,,,,,
"2017","1","Massachusetts","Person-to-person","Norovirus",,"Suspected","School/college/university","182",,"0","0","182",,,,,,
"2017","1","Michigan","Person-to-person","Norovirus",,"Suspected","Child daycare/preschool","14","0","14","0","14",,,,,,
"2017","1","Michigan","Person-to-person","Norovirus",,"Suspected","School/college/university","19","0","19","0","19",,,,,,
"2017","1","Michigan","Person-to-person","Norovirus",,"Suspected","School/college/university","71","0","71","0","71",,,,,,
"2017","1","Oregon","Indeterminate/unknown",,,,"Long-term care/nursing home/assisted living facility","14","0","14","0","14",,,,,,
"2017","1","Oregon","Indeterminate/unknown","Norovirus Genogroup II",,"Confirmed","Long-term care/nursing home/assisted living facility","11","2","11","0","11",,,,,,
"2017","1","Oregon","Indeterminate/unknown","Norovirus Genogroup I",,"Suspected","School/college/university","184","0","184","0","184",,,,,,
"2017","1","Oregon","Indeterminate/unknown","Rotavirus",,"Confirmed","Long-term care/nursing home/assisted living facility","26","0","26","2","26",,,,,,
"2017","1","Oregon","Indeterminate/unknown",,,,"School/college/university","50",,"0",,"0",,,,,,
"2017","1","Oregon","Indeterminate/unknown","Rotavirus",,"Suspected","Child daycare/preschool","65","0","65","0","65",,,,,,
"2017","1","Oregon","Indeterminate/unknown","Norovirus Genogroup I",,"Confirmed","School/college/university","57","0","57","0","57",,,,,,
"2017","1","Oregon","Indeterminate/unknown",,,,"School/college/university","62",,"0",,"0",,,,,,
"2017","1","Michigan","Person-to-person","Norovirus",,"Suspected","School/college/university","34","0","34","0","34",,,,,,
"2017","1","Michigan","Person-to-person","Norovirus",,"Suspected","School/college/university","216","0","216","0","216",,,,,,
"2017","1","Michigan","Food","Norovirus",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","11","0","11","0","11",,,,,,
"2017","1","Michigan","Person-to-person","Norovirus",,"Suspected","Correctional/detention facility","64","0","64","0","64",,,,,,
"2017","1","Michigan","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","10","0","10","0","10",,,,,,
"2017","1","Michigan","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","54","0","54","0","54",,,,,,
"2017","1","Minnesota","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","39","0","39","0","39",,,,,,
"2017","1","Hawaii","Person-to-person",,,,"School/college/university","37","0","37","0","37",,,,,,
"2017","1","Minnesota","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","43",,"0","0","43",,,,,,
"2017","1","Hawaii","Indeterminate/unknown",,,,"Private home/residence","6","0","6","0","6",,,,,,
"2017","1","Ohio","Person-to-person","Escherichia coli, Shiga toxin-producing","O157:H7","Confirmed","Shelter/group home/transitional housing","4","2","4","0","4",,,,,,
"2017","1","Indiana","Indeterminate/unknown",,,,"Restaurant","9","0","4","0","4",,,,,,
"2017","1","Pennsylvania","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","30","0","30","0","30",,,,,,
"2017","1","Pennsylvania","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","83","0","83","0","83",,,,,,
"2017","1","Virginia","Person-to-person","Norovirus",,"Suspected","School/college/university","58","0","58","0","58",,,,,,
"2017","1","Virginia","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","26","0","26","0","26",,,,,,
"2017","1","Virginia","Person-to-person","Norovirus",,"Suspected","School/college/university","38","0","38","0","38",,,,,,
"2017","1","Virginia","Person-to-person","Norovirus",,"Suspected","Long-term care/nursing home/assisted living facility","87","0","87","0","87",,,,,,
"2017","1","Florida","Food",,,,"Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2017","1","Virginia","Person-to-person","Norovirus",,"Suspected","Child daycare/preschool","31","0","31","0","31",,,,,,
"2017","1","Virginia","Person-to-person","Norovirus",,"Suspected","School/college/university","71","0","71","0","71",,,,,,
"2017","1","Virginia","Person-to-person","Norovirus",,"Suspected","School/college/university","45","0","45","0","45",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","21","0","21","0","21",,,,,,
"2017","1","Wisconsin","Person-to-person","Norovirus unknown",,"Suspected","Long-term care/nursing home/assisted living facility","55","0","55","0","55",,,,,,
"2017","1","Kansas","Indeterminate/unknown","Salmonella enterica","Kiambu","Confirmed","Long-term care/nursing home/assisted living facility","2","1","2","0","2",,,,,,
